2.368700000000000028e+00,1.814999999999999947e-01
2.076799999999999979e+00,3.170999999999999930e-01
1.734900000000000109e+00,4.259000000000000008e-01
1.474199999999999955e+00,5.109000000000000208e-01
1.288100000000000023e+00,5.773000000000000353e-01
1.114000000000000101e+00,6.360000000000000098e-01
1.005100000000000104e+00,6.643999999999999906e-01
8.914999999999999591e-01,7.143000000000000460e-01
8.235000000000000098e-01,7.227000000000000091e-01
7.532999999999999696e-01,7.436000000000000387e-01
7.077999999999999847e-01,7.620999999999999996e-01
6.575999999999999623e-01,7.786999999999999478e-01
6.467000000000000526e-01,7.811000000000000165e-01
6.112999999999999545e-01,7.901000000000000245e-01
5.773000000000000353e-01,8.072000000000000286e-01
5.431000000000000272e-01,8.162000000000000366e-01
5.260000000000000231e-01,8.268999999999999684e-01
4.951999999999999735e-01,8.319999999999999618e-01
4.667000000000000037e-01,8.407999999999999918e-01
4.696000000000000174e-01,8.455000000000000293e-01
4.711000000000000187e-01,8.394000000000000350e-01
4.361999999999999766e-01,8.524000000000000465e-01
4.114999999999999769e-01,8.660999999999999810e-01
4.128000000000000003e-01,8.591999999999999638e-01
4.001000000000000112e-01,8.678000000000000158e-01
3.734000000000000097e-01,8.751999999999999780e-01
3.865999999999999992e-01,8.737000000000000322e-01
3.518999999999999906e-01,8.829000000000000181e-01
3.367999999999999883e-01,8.841999999999999860e-01
3.554999999999999827e-01,8.800000000000000044e-01
3.615999999999999770e-01,8.793999999999999595e-01
3.274000000000000243e-01,8.897000000000000464e-01
3.363999999999999768e-01,8.897000000000000464e-01
3.145000000000000018e-01,8.923999999999999710e-01
3.320000000000000173e-01,8.888000000000000345e-01
3.155000000000000027e-01,8.987000000000000544e-01
3.084000000000000075e-01,8.981000000000000094e-01
2.776000000000000134e-01,9.056999999999999496e-01
2.813999999999999835e-01,9.102999999999999980e-01
2.679000000000000270e-01,9.094999999999999751e-01
2.846000000000000196e-01,9.051000000000000156e-01
2.713999999999999746e-01,9.112000000000000099e-01
2.740000000000000213e-01,9.043999999999999817e-01
2.506999999999999784e-01,9.155999999999999694e-01
2.706000000000000072e-01,9.106999999999999540e-01
2.469999999999999973e-01,9.133000000000000007e-01
2.748999999999999777e-01,9.080000000000000293e-01
2.687999999999999834e-01,9.123999999999999888e-01
2.459000000000000075e-01,9.202000000000000179e-01
2.649000000000000243e-01,9.113999999999999879e-01
2.384000000000000008e-01,9.254999999999999893e-01
2.321999999999999897e-01,9.223000000000000087e-01
2.333999999999999964e-01,9.200000000000000400e-01
2.457999999999999907e-01,9.181000000000000272e-01
2.404999999999999916e-01,9.232000000000000206e-01
2.351000000000000034e-01,9.221000000000000307e-01
2.267000000000000126e-01,9.256999999999999673e-01
2.235000000000000042e-01,9.256999999999999673e-01
2.013000000000000067e-01,9.354000000000000092e-01
2.212000000000000077e-01,9.277999999999999581e-01
2.313000000000000056e-01,9.232000000000000206e-01
2.310000000000000109e-01,9.237999999999999545e-01
2.295000000000000095e-01,9.233999999999999986e-01
2.141000000000000125e-01,9.254999999999999893e-01
1.993999999999999939e-01,9.375000000000000000e-01
2.117999999999999883e-01,9.346999999999999753e-01
1.922000000000000097e-01,9.388999999999999568e-01
2.114000000000000046e-01,9.336999999999999744e-01
2.003000000000000058e-01,9.354000000000000092e-01
1.945000000000000062e-01,9.331000000000000405e-01
2.086999999999999966e-01,9.312000000000000277e-01
2.000000000000000111e-01,9.334999999999999964e-01
1.938000000000000000e-01,9.365999999999999881e-01
1.726000000000000034e-01,9.455000000000000071e-01
1.922000000000000097e-01,9.346999999999999753e-01
1.731000000000000039e-01,9.472000000000000419e-01
1.889000000000000123e-01,9.402000000000000357e-01
1.927000000000000102e-01,9.381000000000000449e-01
1.955000000000000071e-01,9.364000000000000101e-01
1.781000000000000083e-01,9.413000000000000256e-01
1.852000000000000035e-01,9.388999999999999568e-01
1.713999999999999968e-01,9.442000000000000393e-01
1.880000000000000004e-01,9.367999999999999661e-01
1.844000000000000083e-01,9.395999999999999908e-01
1.807999999999999885e-01,9.376999999999999780e-01
1.736000000000000043e-01,9.437999999999999723e-01
1.577999999999999958e-01,9.503000000000000336e-01
1.653000000000000025e-01,9.447999999999999732e-01
1.592000000000000082e-01,9.503000000000000336e-01
1.570000000000000007e-01,9.517999999999999794e-01
1.610999999999999932e-01,9.482000000000000428e-01
1.602000000000000091e-01,9.456999999999999851e-01
1.768000000000000127e-01,9.447999999999999732e-01
1.766000000000000070e-01,9.411000000000000476e-01
1.761999999999999955e-01,9.428999999999999604e-01
1.607999999999999985e-01,9.453000000000000291e-01
1.724999999999999867e-01,9.432000000000000384e-01
1.628999999999999893e-01,9.445999999999999952e-01
1.670000000000000095e-01,9.432000000000000384e-01
1.637000000000000122e-01,9.447999999999999732e-01
